TEAM,YEAR,NBA_PLAYER_ID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,SCHOOL
ORL,21-22,1630591,Jalen Suggs,jalen-suggs,4,G,6-5,205,21.0,R,Gonzaga
ORL,21-22,1628964,Mo Bamba,mo-bamba,5,C,7-0,231,24.0,3,Texas
ORL,21-22,1629626,Bol Bol,bol-bol,10,C-F,7-2,220,22.0,2,Oregon
ORL,21-22,1630181,R.J. Hampton,rj-hampton,13,G,6-4,175,21.0,1,Capital City Go-Go
ORL,21-22,203914,Gary Harris,gary-harris,14,G,6-4,210,27.0,7,Michigan State
ORL,21-22,1629649,Ignas Brazdeikis,ignas-brazdeikis,17,F,6-6,221,23.0,2,Michigan
ORL,21-22,1628365,Markelle Fultz,markelle-fultz,20,G,6-4,209,24.0,4,Washington
ORL,21-22,1629021,Moritz Wagner,moritz-wagner,21,F-C,6-11,245,25.0,3,Michigan
ORL,21-22,1630532,Franz Wagner,franz-wagner,22,F,6-10,220,20.0,R,Michigan
ORL,21-22,1629678,Admiral Schofield,admiral-schofield,25,F,6-5,241,25.0,1,Tennessee
ORL,21-22,1629962,Devin Cannady,devin-cannady,30,G,6-2,183,26.0,1,Princeton
ORL,21-22,203082,Terrence Ross,terrence-ross,31,G-F,6-6,206,31.0,9,Washington
ORL,21-22,201577,Robin Lopez,robin-lopez,33,C,7-0,281,34.0,13,Stanford
ORL,21-22,1628976,Wendell Carter Jr.,wendell-carter-jr,34,C-F,6-10,270,23.0,3,Duke
ORL,21-22,1630175,Cole Anthony,cole-anthony,50,G,6-3,185,22.0,1,North Carolina
IND,21-22,1628221,Gabe York,gabe-york,,G,6-3,190,28.0,R,Arizona
IND,21-22,1630169,Tyrese Haliburton,tyrese-haliburton,0,G,6-5,185,22.0,1,Iowa State
IND,21-22,203933,T.J. Warren,tj-warren,1,F,6-8,220,28.0,7,North Carolina State
IND,21-22,1630537,Chris Duarte,chris-duarte,3,G,6-5,190,25.0,R,Oregon
IND,21-22,1630613,Duane Washington Jr.,duane-washington-jr,4,G,6-3,197,22.0,R,Ohio State
IND,21-22,202362,Lance Stephenson,lance-stephenson,6,F,6-5,210,31.0,9,Cincinnati
IND,21-22,1627763,Malcolm Brogdon,malcolm-brogdon,7,G,6-5,229,29.0,5,Virginia
IND,21-22,204456,T.J. McConnell,tj-mcconnell,9,G,6-1,190,30.0,6,Arizona
IND,21-22,1629052,Oshae Brissett,oshae-brissett,12,F-G,6-7,210,24.0,2,Syracuse
IND,21-22,1630207,Nate Hinton,nate-hinton,14,G-F,6-5,210,23.0,1,Houston
IND,21-22,1630543,Isaiah Jackson,isaiah-jackson,23,F,6-10,205,20.0,R,Kentucky
IND,21-22,1627741,Buddy Hield,buddy-hield,24,G,6-4,220,29.0,5,Oklahoma
IND,21-22,1630188,Jalen Smith,jalen-smith,25,F-C,6-10,215,22.0,1,Maryland
IND,21-22,1630678,Terry Taylor,terry-taylor,32,F,6-5,230,22.0,R,Austin Peay
IND,21-22,1626167,Myles Turner,myles-turner,33,C-F,6-11,250,26.0,6,Texas
IND,21-22,1629048,Goga Bitadze,goga-bitadze,88,C-F,7-0,250,22.0,2,Mega Basket
IND,21-22,201937,Ricky Rubio,ricky-rubio,99,G,6-2,190,31.0,10,FC Barcelona
PHI,21-22,1630178,Tyrese Maxey,tyrese-maxey,0,G,6-2,200,21.0,1,Kentucky
PHI,21-22,201935,James Harden,james-harden,1,G,6-5,220,32.0,12,Arizona State
PHI,21-22,1629619,Myles Powell,myles-powell,5,G,6-2,195,24.0,R,Seton Hall
PHI,21-22,1630198,Isaiah Joe,isaiah-joe,7,G,6-4,165,22.0,1,Arkansas
PHI,21-22,200794,Paul Millsap,paul-millsap,8,F,6-7,257,37.0,15,Louisiana Tech
PHI,21-22,201599,DeAndre Jordan,deandre-jordan,9,C,6-11,265,33.0,13,Texas A&M
PHI,21-22,1630531,Jaden Springer,jaden-springer,11,G,6-4,202,19.0,R,Tennessee
PHI,21-22,202699,Tobias Harris,tobias-harris,12,F,6-7,226,29.0,10,Tennessee
PHI,21-22,201980,Danny Green,danny-green,14,G,6-6,215,35.0,12,North Carolina
PHI,21-22,1629718,Charlie Brown Jr.,charlie-brown-jr,16,G,6-6,199,25.0,2,St. Joseph's (PA)
PHI,21-22,1629003,Shake Milton,shake-milton,18,G-F,6-5,205,25.0,3,Southern Methodist
PHI,21-22,1627777,Georges Niang,georges-niang,20,F,6-7,230,29.0,5,Iowa State
PHI,21-22,203954,Joel Embiid,joel-embiid,21,C-F,7-0,280,28.0,5,Kansas
PHI,21-22,1629680,Matisse Thybulle,matisse-thybulle,22,G-F,6-5,201,25.0,2,Washington
PHI,21-22,1629646,Charles Bassey,charles-bassey,23,C-F,6-9,230,21.0,R,Western Kentucky
PHI,21-22,1627788,Furkan Korkmaz,furkan-korkmaz,30,G-F,6-7,202,24.0,4,Anadolu Efes
PHI,21-22,1630194,Paul Reed,paul-reed,44,F,6-9,210,23.0,1,DePaul
PHO,21-22,201580,JaVale McGee,javale-mcgee,00,C-F,7-0,270,34.0,13,Nevada
PHO,21-22,1628470,Torrey Craig,torrey-craig,0,F,6-7,221,31.0,4,South Carolina Upstate
PHO,21-22,1626164,Devin Booker,devin-booker,1,G,6-5,206,25.0,6,Kentucky
PHO,21-22,203901,Elfrid Payton,elfrid-payton,2,G,6-3,195,28.0,7,Louisana-Lafayette
PHO,21-22,101108,Chris Paul,chris-paul,3,G,6-0,175,37.0,16,Wake Forest
PHO,21-22,1628988,Aaron Holiday,aaron-holiday,4,G,6-0,185,25.0,3,UCLA
PHO,21-22,1630688,Ish Wainright,ish-wainright,12,F,6-5,250,27.0,R,Baylor
PHO,21-22,1629013,Landry Shamet,landry-shamet,14,G,6-4,190,25.0,3,Wichita State
PHO,21-22,1626166,Cameron Payne,cameron-payne,15,G,6-1,183,27.0,6,Murray State
PHO,21-22,202687,Bismack Biyombo,bismack-biyombo,18,C,6-8,255,29.0,10,Baloncesto Fuenlabrada
PHO,21-22,1630994,Gabriel Lundberg,gabriel-lundberg,19,G,6-4,203,27.0,R,CSKA Moscow
PHO,21-22,203967,Dario Šarić,dario-šarić,20,F-C,6-10,225,28.0,5,Anadolu Efes
PHO,21-22,1629028,Deandre Ayton,deandre-ayton,22,C,6-11,250,23.0,3,Arizona
PHO,21-22,1629661,Cameron Johnson,cameron-johnson,23,F,6-8,210,26.0,2,North Carolina
PHO,21-22,1628969,Mikal Bridges,mikal-bridges,25,F,6-6,209,25.0,3,Villanova
PHO,21-22,203109,Jae Crowder,jae-crowder,99,F,6-6,235,31.0,9,Marquette
POR,21-22,203081,Damian Lillard,damian-lillard,0,G,6-2,195,31.0,9,Weber State
POR,21-22,204060,Joe Ingles,joe-ingles,00,F-G,6-8,220,34.0,7,Maccabi Tel Aviv
POR,21-22,1629014,Anfernee Simons,anfernee-simons,1,G,6-3,181,23.0,3,Edgewater HS (FL)
POR,21-22,1630570,Trendon Watford,trendon-watford,2,F,6-8,237,21.0,R,Louisiana State
POR,21-22,1630535,Greg Brown III,greg-brown-iii,4,F,6-7,206,20.0,R,Texas
POR,21-22,202339,Eric Bledsoe,eric-bledsoe,5,G,6-1,214,32.0,11,Kentucky
POR,21-22,1630553,Keon Johnson,keon-johnson,6,G,6-4,185,20.0,R,Tennessee
POR,21-22,1630314,Brandon Williams,brandon-williams,8,G,6-2,190,22.0,R,Arizona
POR,21-22,1629642,Nassir Little,nassir-little,9,F-G,6-5,220,22.0,2,North Carolina
POR,21-22,1628404,Josh Hart,josh-hart,11,G,6-5,215,27.0,4,Villanova
POR,21-22,1629604,CJ Elleby,cj-elleby,16,F-G,6-6,200,22.0,1,Washington State
POR,21-22,1630190,Elijah Hughes,elijah-hughes,19,G,6-5,215,24.0,1,Syracuse
POR,21-22,1629833,Keljin Blevins,keljin-blevins,21,G,6-4,200,26.0,1,Montana State
POR,21-22,203463,Ben McLemore,ben-mclemore,23,G,6-3,195,29.0,8,Kansas
POR,21-22,1626159,Justise Winslow,justise-winslow,26,F-G,6-6,222,26.0,6,Duke
POR,21-22,203994,Jusuf Nurkić,jusuf-nurkić,27,C,6-11,290,27.0,7,Cedevita
POR,21-22,1629712,Didi Louzada,didi-louzada,35,G,6-5,188,22.0,1,Sydney
SAC,21-22,1628978,Donte DiVincenzo,donte-divincenzo,0,G,6-4,203,25.0,3,Villanova
SAC,21-22,1629056,Terence Davis,terence-davis,3,G,6-4,201,25.0,2,Mississippi
SAC,21-22,1628368,De'Aaron Fox,deaaron-fox,5,G,6-3,185,24.0,4,Kentucky
SAC,21-22,1629002,Chimezie Metu,chimezie-metu,7,F-C,6-9,225,25.0,3,USC
SAC,21-22,203090,Maurice Harkless,maurice-harkless,8,F-G,6-7,220,29.0,9,"St. John's, N.Y."
SAC,21-22,203200,Justin Holiday,justin-holiday,9,F-G,6-6,180,33.0,8,Washington
SAC,21-22,1627734,Domantas Sabonis,domantas-sabonis,10,F-C,6-11,240,26.0,5,Gonzaga
SAC,21-22,1630558,Davion Mitchell,davion-mitchell,15,G,6-0,202,23.0,R,Baylor
SAC,21-22,1626158,Richaun Holmes,richaun-holmes,22,F,6-10,235,28.0,6,Bowling Green
SAC,21-22,203458,Alex Len,alex-len,25,C,7-0,250,29.0,8,Maryland
SAC,21-22,203087,Jeremy Lamb,jeremy-lamb,26,G-F,6-5,180,30.0,9,Connecticut
SAC,21-22,1627745,Damian Jones,damian-jones,30,C,6-11,245,27.0,5,Vanderbilt
SAC,21-22,203084,Harrison Barnes,harrison-barnes,40,F,6-8,225,30.0,9,North Carolina
SAC,21-22,1626168,Trey Lyles,trey-lyles,41,F,6-9,234,26.0,6,Kentucky
SAC,21-22,1628367,Josh Jackson,josh-jackson,55,G-F,6-8,207,25.0,4,Kansas
SAC,21-22,1629674,Neemias Queta,neemias-queta,88,C,7-0,248,22.0,R,Utah State
SAS,21-22,1629022,Lonnie Walker IV,lonnie-walker-iv,1,G-F,6-4,204,23.0,3,Miami
SAS,21-22,1629640,Keldon Johnson,keldon-johnson,3,F-G,6-6,220,22.0,2,Kentucky
SAS,21-22,1627749,Dejounte Murray,dejounte-murray,5,G,6-4,180,25.0,5,Washington
SAS,21-22,1626196,Josh Richardson,josh-richardson,7,G,6-5,200,28.0,6,Tennessee
SAS,21-22,1630563,Joshua Primo,joshua-primo,11,G,6-4,189,19.0,R,Alabama
SAS,21-22,1630580,Joe Wieskamp,joe-wieskamp,15,G-F,6-6,205,22.0,R,Iowa
SAS,21-22,203926,Doug McDermott,doug-mcdermott,17,F,6-7,225,30.0,7,Creighton
SAS,21-22,1630597,DJ Stewart,dj-stewart,18,G,6-5,205,22.0,R,Mississippi State
SAS,21-22,1629719,Devontae Cacok,devontae-cacok,18,F,6-7,240,25.0,2,UNC-Wilmington
SAS,21-22,1628380,Zach Collins,zach-collins,23,F-C,6-11,250,24.0,4,Gonzaga
SAS,21-22,1630170,Devin Vassell,devin-vassell,24,G-F,6-5,200,21.0,1,Florida State
SAS,21-22,1627751,Jakob Poeltl,jakob-poeltl,25,C,7-1,245,26.0,5,Utah
SAS,21-22,1630218,Robert Woodard II,robert-woodard-ii,28,F,6-6,235,22.0,1,Mississippi State
SAS,21-22,1628966,Keita Bates-Diop,keita-bates-diop,31,F,6-8,229,26.0,3,Ohio State
SAS,21-22,1630200,Tre Jones,tre-jones,33,G,6-1,185,22.0,1,Duke
SAS,21-22,1629111,Jock Landale,jock-landale,34,C,6-11,255,26.0,R,St. Mary's
SAS,21-22,1629641,Romeo Langford,romeo-langford,35,G-F,6-5,216,22.0,2,Indiana
OKC,21-22,1628983,Shai Gilgeous-Alexander,shai-gilgeous-alexander,2,G,6-6,180,23.0,3,Kentucky
OKC,21-22,1630581,Josh Giddey,josh-giddey,3,G,6-8,205,19.0,R,NBA Global Academy
OKC,21-22,1629652,Luguentz Dort,luguentz-dort,5,G,6-3,215,23.0,2,Arizona State
OKC,21-22,1628982,Melvin Frazier Jr.,melvin-frazier-jr,6,G-F,6-5,215,25.0,2,Tulane
OKC,21-22,1629647,Darius Bazley,darius-bazley,7,F,6-8,208,22.0,2,Princeton HS (OH)
OKC,21-22,1630177,Theo Maledon,theo-maledon,11,G,6-4,175,21.0,1,ASVEL
OKC,21-22,1630322,Lindy Waters III,lindy-waters-iii,12,F,6-6,215,24.0,R,Oklahoma State
OKC,21-22,202324,Derrick Favors,derrick-favors,15,F,6-9,265,30.0,11,Georgia Tech
OKC,21-22,1629660,Ty Jerome,ty-jerome,16,G-F,6-5,195,24.0,2,Virginia
OKC,21-22,1630197,Aleksej Pokusevski,aleksej-pokusevski,17,F,7-0,190,20.0,1,Olympiacos
OKC,21-22,1630598,Aaron Wiggins,aaron-wiggins,21,G,6-4,190,23.0,R,Maryland
OKC,21-22,1629676,Isaiah Roby,isaiah-roby,22,F,6-8,230,24.0,2,Nebraska
OKC,21-22,1630544,Tre Mann,tre-mann,23,G,6-3,178,21.0,R,Florida
OKC,21-22,1630249,Vít Krejčí,vít-krejčí,27,G,6-8,195,22.0,R,Zaragoza
OKC,21-22,203488,Mike Muscala,mike-muscala,33,F-C,6-10,240,30.0,8,Bucknell
OKC,21-22,1629026,Kenrich Williams,kenrich-williams,34,G-F,6-6,210,27.0,3,TCU
OKC,21-22,1630526,Jeremiah Robinson-Earl,jeremiah-robinson-earl,50,F,6-8,242,21.0,R,Villanova
TOR,21-22,1629717,Armoni Brooks,armoni-brooks,1,G,6-3,195,24.0,1,Houston
TOR,21-22,1628384,OG Anunoby,og-anunoby,3,F,6-7,232,24.0,4,Indiana
TOR,21-22,1630567,Scottie Barnes,scottie-barnes,4,F,6-7,225,20.0,R,Florida State
TOR,21-22,1630173,Precious Achiuwa,precious-achiuwa,5,F,6-8,225,22.0,1,Memphis
TOR,21-22,1630551,Justin Champagnie,justin-champagnie,11,G-F,6-6,206,21.0,R,Pittsburgh
TOR,21-22,1630525,David Johnson,david-johnson,13,G,6-4,203,21.0,R,Louisville
TOR,21-22,1629004,Svi Mykhailiuk,svi-mykhailiuk,14,G-F,6-7,205,25.0,3,Kansas
TOR,21-22,1629067,Isaac Bonga,isaac-bonga,17,G,6-8,180,22.0,3,Skyliners Frankfurt
TOR,21-22,1629139,Yuta Watanabe,yuta-watanabe,18,G-F,6-9,215,27.0,3,George Washington
TOR,21-22,201152,Thaddeus Young,thaddeus-young,21,F,6-8,235,34.0,14,Georgia Tech
TOR,21-22,1630201,Malachi Flynn,malachi-flynn,22,G,6-1,175,24.0,1,San Diego State
TOR,21-22,1627832,Fred VanVleet,fred-vanvleet,23,G,6-1,197,28.0,5,Wichita State
TOR,21-22,203920,Khem Birch,khem-birch,24,C,6-9,233,29.0,4,UNLV
TOR,21-22,1628449,Chris Boucher,chris-boucher,25,F-C,6-9,200,29.0,4,Oregon
TOR,21-22,1629018,Gary Trent Jr.,gary-trent-jr,33,G-F,6-5,209,23.0,3,Duke
TOR,21-22,1627783,Pascal Siakam,pascal-siakam,43,F,6-8,230,28.0,5,New Mexico State
TOR,21-22,1630625,Dalano Banton,dalano-banton,45,F,6-7,204,22.0,R,Nebraska
UTA,21-22,203903,Jordan Clarkson,jordan-clarkson,00,G,6-4,194,30.0,7,Missouri
UTA,21-22,1629672,Eric Paschall,eric-paschall,0,F,6-6,255,25.0,2,Villanova
UTA,21-22,1630235,Trent Forrest,trent-forrest,3,G,6-4,210,24.0,1,Florida State
UTA,21-22,1629638,Nickeil Alexander-Walker,nickeil-alexander-walker,6,G,6-5,205,23.0,2,Virginia Tech
UTA,21-22,200752,Rudy Gay,rudy-gay,8,F-G,6-8,250,35.0,15,Connecticut
UTA,21-22,201144,Mike Conley,mike-conley,11,G,6-1,175,34.0,14,Ohio State
UTA,21-22,1630215,Jared Butler,jared-butler,13,G,6-3,193,21.0,R,Baylor
UTA,21-22,1630270,Xavier Sneed,xavier-sneed,19,F,6-5,215,24.0,R,Kansas State
UTA,21-22,1628962,Udoka Azubuike,udoka-azubuike,20,C-F,7-0,270,22.0,1,Kansas
UTA,21-22,202355,Hassan Whiteside,hassan-whiteside,21,C,7-0,265,33.0,9,Marshall
UTA,21-22,1626220,Royce O'Neale,royce-oneale,23,F,6-5,226,29.0,4,Baylor
UTA,21-22,1627863,Danuel House Jr.,danuel-house-jr,25,F-G,6-6,220,29.0,5,Texas A&M
UTA,21-22,203497,Rudy Gobert,rudy-gobert,27,C,7-1,258,30.0,8,Cholet
UTA,21-22,1627823,Juancho Hernangomez,juancho-hernangomez,41,F,6-9,214,26.0,5,Estudiantes
UTA,21-22,202711,Bojan Bogdanovic,bojan-bogdanovic,44,F,6-7,226,33.0,7,Fenerbahce
UTA,21-22,1628378,Donovan Mitchell,donovan-mitchell,45,G,6-1,215,25.0,4,Louisville
MEM,21-22,1629001,De'Anthony Melton,deanthony-melton,0,G,6-2,200,24.0,3,Southern California
MEM,21-22,203937,Kyle Anderson,kyle-anderson,1,F-G,6-9,230,28.0,7,UCLA
MEM,21-22,1630214,Xavier Tillman,xavier-tillman,2,F,6-8,245,23.0,1,Michigan State
MEM,21-22,1630179,Tyrell Terry,tyrell-terry,3,G,6-2,160,21.0,1,Stanford
MEM,21-22,203500,Steven Adams,steven-adams,4,C,6-11,265,28.0,8,Pittsburgh
MEM,21-22,1630582,Yves Pons,yves-pons,5,F,6-5,206,23.0,R,Tennessee
MEM,21-22,1630583,Santi Aldama,santi-aldama,7,F-C,6-11,215,21.0,R,Loyola-Maryland
MEM,21-22,1630533,Ziaire Williams,ziaire-williams,8,F,6-9,185,20.0,R,Stanford
MEM,21-22,1629630,Ja Morant,ja-morant,12,G,6-3,174,22.0,2,Murray State
MEM,21-22,1628991,Jaren Jackson Jr.,jaren-jackson-jr,13,F-C,6-11,242,22.0,3,Michigan State
MEM,21-22,1629634,Brandon Clarke,brandon-clarke,15,F,6-8,215,25.0,2,Gonzaga
MEM,21-22,1626145,Tyus Jones,tyus-jones,21,G,6-0,196,26.0,6,Duke
MEM,21-22,1630217,Desmond Bane,desmond-bane,22,G,6-5,215,24.0,1,TCU
MEM,21-22,1629633,Jarrett Culver,jarrett-culver,23,G-F,6-6,195,23.0,2,Texas Tech
MEM,21-22,1628415,Dillon Brooks,dillon-brooks,24,G-F,6-7,225,26.0,4,Oregon
MEM,21-22,1629681,Killian Tillie,killian-tillie,35,F-C,6-9,220,24.0,1,Gonzaga
MEM,21-22,1629723,John Konchar,john-konchar,46,G,6-5,210,26.0,2,Indiana-Purdue Fort Wayne
WAS,21-22,203484,Kentavious Caldwell-Pope,kentavious-caldwell-pope,1,G,6-5,204,29.0,8,Georgia
WAS,21-22,203078,Bradley Beal,bradley-beal,3,G,6-4,207,29.0,9,Florida
WAS,21-22,202397,Ish Smith,ish-smith,4,G,6-0,175,33.0,11,Wake Forest
WAS,21-22,1630216,Cassius Winston,cassius-winston,5,G,6-1,185,24.0,1,Michigan State
WAS,21-22,204001,Kristaps Porziņģis,kristaps-porziņģis,6,F-C,7-3,240,26.0,6,Cajasol Sevilla
WAS,21-22,1629060,Rui Hachimura,rui-hachimura,8,F,6-8,230,24.0,2,Gonzaga
WAS,21-22,1630166,Deni Avdija,deni-avdija,9,F,6-9,210,21.0,1,Maccabi Tel Aviv
WAS,21-22,1628418,Thomas Bryant,thomas-bryant,13,C-F,6-10,248,24.0,4,Indiana
WAS,21-22,1630225,Isaiah Todd,isaiah-todd,14,F,6-9,219,20.0,R,G League Ignite
WAS,21-22,1630264,Anthony Gill,anthony-gill,16,F,6-7,230,29.0,1,Virginia
WAS,21-22,203526,Raul Neto,raul-neto,19,G,6-2,180,30.0,6,Murcia
WAS,21-22,1630648,Jordan Schakel,jordan-schakel,20,G,6-6,200,24.0,R,San Diego State
WAS,21-22,1629655,Daniel Gafford,daniel-gafford,21,F-C,6-9,234,23.0,2,Arkansas
WAS,21-22,1630176,Vernon Carey Jr.,vernon-carey-jr,22,F-C,6-9,270,21.0,1,Duke
WAS,21-22,1630557,Corey Kispert,corey-kispert,24,F,6-6,224,23.0,R,Gonzaga
WAS,21-22,203107,Tomas Satoransky,tomas-satoransky,31,G,6-7,210,30.0,5,FC Barcelona
WAS,21-22,1628398,Kyle Kuzma,kyle-kuzma,33,F,6-9,221,26.0,4,Utah
DET,21-22,1630595,Cade Cunningham,cade-cunningham,2,G,6-6,220,20.0,R,Oklahoma State
DET,21-22,1629035,Carsen Edwards,carsen-edwards,4,G,5-11,200,24.0,2,Purdue
DET,21-22,1628402,Frank Jackson,frank-jackson,5,G,6-3,205,24.0,3,Duke
DET,21-22,1628977,Hamidou Diallo,hamidou-diallo,6,G,6-5,202,23.0,3,Kentucky
DET,21-22,1630165,Killian Hayes,killian-hayes,7,G,6-5,195,20.0,1,Ratiopharm Ulm
DET,21-22,203924,Jerami Grant,jerami-grant,9,F,6-8,210,28.0,7,Syracuse
DET,21-22,1630587,Isaiah Livers,isaiah-livers,12,F,6-6,232,23.0,R,Michigan
DET,21-22,203482,Kelly Olynyk,kelly-olynyk,13,F-C,6-11,240,31.0,8,Gonzaga
DET,21-22,203585,Rodney McGruder,rodney-mcgruder,17,G,6-4,205,30.0,5,Kansas State
DET,21-22,1630296,Braxton Key,braxton-key,17,F,6-8,225,25.0,R,Virginia
DET,21-22,202709,Cory Joseph,cory-joseph,18,G,6-3,200,30.0,10,Texas
DET,21-22,1630691,Jamorko Pickett,jamorko-pickett,24,F,6-9,206,24.0,R,Georgetown
DET,21-22,1630191,Isaiah Stewart,isaiah-stewart,28,F-C,6-8,250,21.0,1,Washington
DET,21-22,1628963,Marvin Bagley III,marvin-bagley-iii,35,F,6-11,235,23.0,3,Duke
DET,21-22,1630240,Saben Lee,saben-lee,38,G,6-2,183,23.0,1,Vanderbilt
DET,21-22,1630180,Saddiq Bey,saddiq-bey,41,F,6-7,215,23.0,1,Villanova
DET,21-22,1630568,Luka Garza,luka-garza,55,C,6-10,243,23.0,R,Iowa
CHO,21-22,1628970,Miles Bridges,miles-bridges,0,F,6-7,225,24.0,3,Michigan State
CHO,21-22,1630163,LaMelo Ball,lamelo-ball,2,G,6-7,180,20.0,1,Illawarra
CHO,21-22,1626179,Terry Rozier,terry-rozier,3,G,6-1,190,28.0,6,Louisville
CHO,21-22,202738,Isaiah Thomas,isaiah-thomas,4,G,5-9,185,33.0,10,Washington
CHO,21-22,1630547,James Bouknight,james-bouknight,5,G,6-4,190,21.0,R,Connecticut
CHO,21-22,1629667,Jalen McDaniels,jalen-mcdaniels,6,F-C,6-9,205,24.0,2,San Diego State
CHO,21-22,1626149,Montrezl Harrell,montrezl-harrell,8,F-C,6-7,240,28.0,6,Louisville
CHO,21-22,1628998,Cody Martin,cody-martin,11,F,6-6,205,26.0,2,Nevada
CHO,21-22,1626162,Kelly Oubre Jr.,kelly-oubre-jr,12,F-G,6-6,203,26.0,6,Kansas
CHO,21-22,1630208,Nick Richards,nick-richards,14,C,7-0,245,24.0,1,Kentucky
CHO,21-22,1630575,Scottie Lewis,scottie-lewis,16,G,6-5,185,22.0,R,Florida
CHO,21-22,202330,Gordon Hayward,gordon-hayward,20,F,6-7,225,32.0,11,Butler
CHO,21-22,1630550,JT Thor,jt-thor,21,F,6-9,203,19.0,R,Auburn
CHO,21-22,1630539,Kai Jones,kai-jones,23,C-F,6-10,221,21.0,R,Texas
CHO,21-22,203486,Mason Plumlee,mason-plumlee,24,F-C,6-11,254,32.0,8,Duke
CHO,21-22,1629023,P.J. Washington,pj-washington,25,F,6-7,230,23.0,2,Kentucky
CHO,21-22,1629083,Arnoldas Kulboka,arnoldas-kulboka,98,F,6-10,209,24.0,R,Bilbao
ATL,22-23,1631495,Donovan Williams,donovan-williams,,G,6-6,190,21.0,R,UNLV
ATL,22-23,1628981,Bruno Fernando,bruno-fernando,0,F-C,6-10,240,24.0,3,Maryland
ATL,22-23,1630552,Jalen Johnson,jalen-johnson,1,F,6-8,219,21.0,1,Duke
ATL,22-23,1630235,Trent Forrest,trent-forrest,2,G,6-4,210,25.0,2,Florida State
ATL,22-23,1628988,Aaron Holiday,aaron-holiday,3,G,6-0,185,26.0,4,UCLA
ATL,22-23,1627749,Dejounte Murray,dejounte-murray,5,G,6-5,180,26.0,6,Washington
ATL,22-23,1629027,Trae Young,trae-young,11,G,6-1,164,24.0,4,Oklahoma
ATL,22-23,1629631,De'Andre Hunter,deandre-hunter,12,F-G,6-8,221,25.0,3,Virginia
ATL,22-23,203992,Bogdan Bogdanović,bogdan-bogdanović,13,G,6-5,225,30.0,5,Fenerbahce
ATL,22-23,1631100,AJ Griffin,aj-griffin,14,F,6-6,220,19.0,R,Duke
ATL,22-23,203991,Clint Capela,clint-capela,15,C,6-10,256,29.0,8,Elan Chalon
ATL,22-23,1630168,Onyeka Okongwu,onyeka-okongwu,17,F-C,6-9,240,22.0,2,Southern California
ATL,22-23,1628381,John Collins,john-collins,20,F-C,6-9,226,25.0,5,Wake Forest
ATL,22-23,1631213,Tyrese Martin,tyrese-martin,22,G,6-6,215,24.0,R,Connecticut
ATL,22-23,1629726,Garrison Mathews,garrison-mathews,25,G,6-6,215,26.0,3,Lipscomb
ATL,22-23,1630249,Vít Krejčí,vít-krejčí,27,G,6-8,195,23.0,1,Zaragoza
ATL,22-23,1630180,Saddiq Bey,saddiq-bey,41,F,6-7,215,24.0,2,Villanova
BOS,22-23,1628369,Jayson Tatum,jayson-tatum,0,F-G,6-8,210,25.0,5,Duke
BOS,22-23,1627759,Jaylen Brown,jaylen-brown,7,G-F,6-6,223,26.0,6,California
BOS,22-23,201568,Danilo Gallinari,danilo-gallinari,8,F,6-10,236,34.0,13,Olimpia Milano
BOS,22-23,1628401,Derrick White,derrick-white,9,G,6-4,190,28.0,5,Colorado
BOS,22-23,1630202,Payton Pritchard,payton-pritchard,11,G,6-1,195,25.0,2,Oregon
BOS,22-23,1629684,Grant Williams,grant-williams,12,F,6-6,236,24.0,3,Tennessee
BOS,22-23,1627763,Malcolm Brogdon,malcolm-brogdon,13,G,6-4,229,30.0,6,Virginia
BOS,22-23,1631120,JD Davison,jd-davison,20,G,6-1,195,20.0,R,Alabama
BOS,22-23,1629662,Mfiondu Kabengele,mfiondu-kabengele,28,C,6-10,250,25.0,2,Florida State
BOS,22-23,1630573,Sam Hauser,sam-hauser,30,F,6-7,217,25.0,1,Virginia
BOS,22-23,203935,Marcus Smart,marcus-smart,36,G,6-4,220,29.0,8,Oklahoma State
BOS,22-23,1628436,Luke Kornet,luke-kornet,40,C-F,7-2,250,27.0,5,Vanderbilt
BOS,22-23,201143,Al Horford,al-horford,42,C-F,6-9,240,37.0,15,Florida
BOS,22-23,1629057,Robert Williams III,robert-williams-iii,44,C-F,6-9,237,25.0,4,Texas A&M
BOS,22-23,203488,Mike Muscala,mike-muscala,57,F-C,6-11,240,31.0,9,Bucknell
BOS,22-23,201933,Blake Griffin,blake-griffin,91,F,6-9,250,34.0,12,Oklahoma
BOS,22-23,1630551,Justin Champagnie,justin-champagnie,99,G-F,6-6,206,22.0,1,Pittsburgh
CLE,22-23,1627747,Caris LeVert,caris-levert,3,G,6-6,205,28.0,6,Michigan
CLE,22-23,1630596,Evan Mobley,evan-mobley,4,C,6-11,215,22.0,1,Southern California
CLE,22-23,1630205,Lamar Stevens,lamar-stevens,8,F,6-6,230,25.0,2,Penn State
CLE,22-23,1629685,Dylan Windler,dylan-windler,9,G-F,6-7,196,26.0,2,Belmont
CLE,22-23,1629636,Darius Garland,darius-garland,10,G,6-1,192,23.0,3,Vanderbilt
CLE,22-23,201937,Ricky Rubio,ricky-rubio,13,G,6-2,190,32.0,11,FC Barcelona
CLE,22-23,201980,Danny Green,danny-green,14,G,6-6,215,36.0,13,North Carolina
